Sequence_Name,Tag_identificator,timestamp,date_FORMAT,x_coordinate,y_coordinate,z_coordinate,activity
A02,010-000-030-096,633790230371611083,27.05.2009 14:10:37:160,,,,sitting
A02,010-000-030-096,633790230373773424,27.05.2009 14:10:37:377,2.8034379482269287,1.2928025722503662,,sitting
A02,010-000-030-096,633790230375935754,27.05.2009 14:10:37:593,2.81298303604126,,0.0060154134407639,sitting
A02,010-000-030-096,633790230378098109,27.05.2009 14:10:37:810,,,,sitting
A02,010-000-030-096,633790230380260450,27.05.2009 14:10:38:027,,,,sitting
A02,010-000-030-096,633790230382422795,27.05.2009 14:10:38:243,,1.3986070156097412,,sitting
A02,010-000-030-096,633790230386747466,27.05.2009 14:10:38:673,,1.335906744003296,,sitting
A02,010-000-030-096,633790230388909829,27.05.2009 14:10:38:890,2.833327531814575,1.4045511484146118,,sitting
A02,010-000-030-096,633790230391072168,27.05.2009 14:10:39:107,,,,sitting
A02,010-000-030-096,633790230393234508,27.05.2009 14:10:39:323,2.859135150909424,,,sitting
A02,010-000-030-096,633790230395396857,27.05.2009 14:10:39:540,,1.396524429321289,,sitting
A02,010-000-030-096,633790230397559220,27.05.2009 14:10:39:757,,,0.0924096554517746,sitting
A02,010-000-030-096,633790230399721561,27.05.2009 14:10:39:973,,,-0.0440246351063251,sitting
A02,010-000-030-096,633790230401883900,27.05.2009 14:10:40:190,2.8085711002349854,1.3191567659378052,-0.047041792422533,sitting
A02,010-000-030-096,633790230404046261,27.05.2009 14:10:40:403,,,0.0584917664527893,sitting
A02,010-000-030-096,633790230406208602,27.05.2009 14:10:40:620,,,,sitting
A02,010-000-030-096,633790230408370943,27.05.2009 14:10:40:837,2.858906984329224,,,sitting
A02,010-000-030-096,633790230410533283,27.05.2009 14:10:41:053,,,,sitting
A02,010-000-030-096,633790230412695634,27.05.2009 14:10:41:270,2.8320915699005127,1.362385392189026,-0.0290009099990129,sitting
A02,010-000-030-096,633790230414857984,27.05.2009 14:10:41:487,2.8543589115142822,,-0.0148519007489085,sitting
A02,010-000-030-096,633790230417020328,27.05.2009 14:10:41:703,,1.3817585706710815,,sitting
A02,010-000-030-096,633790230419182675,27.05.2009 14:10:41:917,,1.3957083225250244,,sitting
A02,010-000-030-096,633790230421345025,27.05.2009 14:10:42:133,2.811342477798462,,,sitting
A02,010-000-030-096,633790230423507385,27.05.2009 14:10:42:350,2.845386028289795,1.3442636728286743,,sitting
A02,010-000-030-096,633790230425669732,27.05.2009 14:10:42:567,2.858905076980591,,0.1664821356534958,sitting
A02,010-000-030-096,633790230427832084,27.05.2009 14:10:42:783,,1.4499675035476685,0.1469436734914779,sitting
A02,010-000-030-096,633790230432156801,27.05.2009 14:10:43:217,2.8448116779327397,1.3886768817901611,,sitting
A02,010-000-030-096,633790230434319161,27.05.2009 14:10:43:433,,1.394084930419922,0.2153247445821762,sitting
A02,010-000-030-096,633790230436481507,27.05.2009 14:10:43:647,,1.2359435558319092,,sitting
A02,010-000-030-096,633790230438643848,27.05.2009 14:10:43:863,2.9855785369873047,,-0.1180260255932807,sitting
A02,010-000-030-096,633790230442968546,27.05.2009 14:10:44:297,,1.3067930936813354,,standing up from sitting
A02,010-000-030-096,633790230445130897,27.05.2009 14:10:44:513,,,0.5608816742897034,standing up from sitting
A02,010-000-030-096,633790230447293259,27.05.2009 14:10:44:730,,1.282013773918152,0.219623178243637,standing up from sitting
A02,010-000-030-096,633790230449455608,27.05.2009 14:10:44:947,3.5701677799224854,1.456335425376892,,standing up from sitting
A02,010-000-030-096,633790230453780311,27.05.2009 14:10:45:377,,1.0649302005767822,0.3991454541683197,walking
A02,010-000-030-096,633790230455942668,27.05.2009 14:10:45:593,,1.124485969543457,,walking
A02,010-000-030-096,633790230460267366,27.05.2009 14:10:46:027,2.4507040977478027,,0.110103540122509,walking
A02,010-000-030-096,633790230462429708,27.05.2009 14:10:46:243,,,0.2270878702402115,walking
A02,010-000-030-096,633790230464592046,27.05.2009 14:10:46:460,,1.2252188920974731,,walking
A02,010-000-030-096,633790230466754406,27.05.2009 14:10:46:677,2.332894325256348,1.5777570009231567,0.5729500651359558,walking
A02,010-000-030-096,633790230468916761,27.05.2009 14:10:46:893,2.566861629486084,,0.2617576420307159,walking
A02,010-000-030-096,633790230471079108,27.05.2009 14:10:47:107,,1.2864603996276855,,walking
A02,010-000-030-096,633790230473241464,27.05.2009 14:10:47:323,,1.551735758781433,,walking
A02,010-000-030-096,633790230475403805,27.05.2009 14:10:47:540,2.7955591678619385,,,walking
A02,010-000-030-096,633790230477566137,27.05.2009 14:10:47:757,,,,walking
A02,010-000-030-096,633790230479728488,27.05.2009 14:10:47:973,,,,walking
A02,010-000-030-096,633790230481890840,27.05.2009 14:10:48:190,3.0930302143096924,1.0650372505187988,0.0559072829782962,walking
A02,010-000-030-096,633790230484053190,27.05.2009 14:10:48:407,,1.4511194229125977,,walking
A02,010-000-030-096,633790230486215552,27.05.2009 14:10:48:620,,,,walking
A02,010-000-030-096,633790230488377903,27.05.2009 14:10:48:837,2.5318846702575684,1.3984612226486206,,walking
A02,010-000-030-096,633790230490540262,27.05.2009 14:10:49:053,,0.8206804990768433,0.2143785059452057,walking
A02,010-000-030-096,633790230492702613,27.05.2009 14:10:49:270,2.6136128902435303,1.0916423797607422,0.2203645855188369,walking
A02,010-000-030-096,633790230494864966,27.05.2009 14:10:49:487,,1.468974232673645,,walking
A02,010-000-030-096,633790230497027312,27.05.2009 14:10:49:703,,,-0.0368563160300254,walking
A02,010-000-030-096,633790230499189655,27.05.2009 14:10:49:920,2.371652603149414,,0.2799417674541473,walking
A02,010-000-030-096,633790230501352018,27.05.2009 14:10:50:137,2.535885810852051,,0.0449753068387508,falling
A02,010-000-030-096,633790230503514369,27.05.2009 14:10:50:350,2.6283652782440186,,,falling
A02,010-000-030-096,633790230505676728,27.05.2009 14:10:50:567,3.3284835815429688,,,falling
A02,010-000-030-096,633790230507839077,27.05.2009 14:10:50:783,,,,falling
A02,010-000-030-096,633790230510001428,27.05.2009 14:10:51:000,2.998199701309204,,0.4101229310035705,falling
A02,010-000-030-096,633790230512163770,27.05.2009 14:10:51:217,,1.4887436628341677,0.1825525313615799,falling
A02,010-000-030-096,633790230514326119,27.05.2009 14:10:51:433,3.5055899620056152,,0.7150626182556152,falling
A02,010-000-030-096,633790230516488472,27.05.2009 14:10:51:650,,,0.6575524210929871,lying
A02,010-000-030-096,633790230518650823,27.05.2009 14:10:51:867,3.192856550216675,,,lying
A02,010-000-030-096,633790230520813172,27.05.2009 14:10:52:080,3.517673969268799,0.8516715168952942,,lying
A02,010-000-030-096,633790230522975532,27.05.2009 14:10:52:297,3.593695878982544,,-0.0829054415225982,lying
A02,010-000-030-096,633790230525137898,27.05.2009 14:10:52:513,3.4860668182373047,,-0.1080417335033416,lying
A02,010-000-030-096,633790230527300254,27.05.2009 14:10:52:730,,,-0.1750191152095794,lying
A02,010-000-030-096,633790230529462610,27.05.2009 14:10:52:947,3.5568645000457764,,,lying
A02,010-000-030-096,633790230531624955,27.05.2009 14:10:53:163,,,-0.061082400381565,lying
A02,010-000-030-096,633790230533787300,27.05.2009 14:10:53:380,,0.9291303753852844,-0.0860099643468856,lying
A02,010-000-030-096,633790230535949647,27.05.2009 14:10:53:593,,1.381129503250122,0.3259033858776092,lying
A02,010-000-030-096,633790230538112005,27.05.2009 14:10:53:810,,,,lying
A02,010-000-030-096,633790230540274359,27.05.2009 14:10:54:027,,1.3086085319519043,,lying
A02,010-000-030-096,633790230542436711,27.05.2009 14:10:54:243,3.384063959121704,1.0875146389007568,,lying
A02,010-000-030-096,633790230544599063,27.05.2009 14:10:54:460,,1.565928936004639,,lying
A02,010-000-030-096,633790230546761412,27.05.2009 14:10:54:677,2.975184440612793,1.6904077529907229,,lying
A02,010-000-030-096,633790230548923742,27.05.2009 14:10:54:893,3.2865114212036133,1.7336605787277222,0.5331239104270935,lying
A02,010-000-030-096,633790230551086086,27.05.2009 14:10:55:110,,,,lying
A02,010-000-030-096,633790230553248428,27.05.2009 14:10:55:323,,1.6400415897369385,,lying
A02,010-000-030-096,633790230555410774,27.05.2009 14:10:55:540,3.333530902862549,,,lying
A02,010-000-030-096,633790230557573129,27.05.2009 14:10:55:757,3.399038791656494,,-0.0874455869197845,lying
A02,010-000-030-096,633790230559735496,27.05.2009 14:10:55:973,,,0.0910866037011146,lying
A02,010-000-030-096,633790230561897846,27.05.2009 14:10:56:190,3.3952572345733643,,0.0111317913979291,lying
A02,010-000-030-096,633790230564060192,27.05.2009 14:10:56:407,3.373011350631714,,,lying
A02,010-000-030-096,633790230566222544,27.05.2009 14:10:56:623,,,,lying
A02,010-000-030-096,633790230568384896,27.05.2009 14:10:56:840,,1.3713685274124146,,lying
A02,010-000-030-096,633790230570547235,27.05.2009 14:10:57:053,3.233149528503418,1.2618439197540283,0.3266230821609497,lying
A02,010-000-030-096,633790230572709589,27.05.2009 14:10:57:270,,1.2658729553222656,,lying
A02,010-000-030-096,633790230574871949,27.05.2009 14:10:57:487,3.2455759048461914,1.338267803192139,,lying
A02,010-000-030-096,633790230577034295,27.05.2009 14:10:57:703,3.3423285484313965,,,lying
A02,010-000-030-096,633790230579196643,27.05.2009 14:10:57:920,,0.9609789252281188,,lying
A02,010-000-030-096,633790230581358984,27.05.2009 14:10:58:137,,1.209586501121521,0.5624342560768127,lying
A02,010-000-030-096,633790230583521335,27.05.2009 14:10:58:353,3.4459388256073,1.2109336853027344,,lying
A02,010-000-030-096,633790230585683680,27.05.2009 14:10:58:570,,1.2895960807800293,,lying
A02,010-000-030-096,633790230587846029,27.05.2009 14:10:58:783,,,,lying
A02,010-000-030-096,633790230590008381,27.05.2009 14:10:59:000,3.408118486404419,,,lying
A02,010-000-030-096,633790230592170715,27.05.2009 14:10:59:217,3.182374954223633,,0.2745170593261719,lying
A02,010-000-030-096,633790230594333061,27.05.2009 14:10:59:433,,,,lying
A02,010-000-030-096,633790230596495415,27.05.2009 14:10:59:650,,,0.3031131029129028,lying
A02,010-000-030-096,633790230598657757,27.05.2009 14:10:59:867,,,0.1166326850652694,lying
A02,010-000-030-096,633790230600820103,27.05.2009 14:11:00:083,3.374584674835205,,,lying
A02,010-000-030-096,633790230602982457,27.05.2009 14:11:00:297,3.374054193496704,1.346409559249878,0.3005649149417877,lying
A02,010-000-030-096,633790230605144797,27.05.2009 14:11:00:513,,,,lying
A02,010-000-030-096,633790230607307143,27.05.2009 14:11:00:730,,1.3130340576171875,0.2499892264604568,lying
A02,010-000-030-096,633790230609469493,27.05.2009 14:11:00:947,3.430171489715576,1.3427377939224243,,lying
A02,010-000-030-096,633790230611631837,27.05.2009 14:11:01:163,,,0.3464247584342956,lying
A02,010-000-030-096,633790230613794172,27.05.2009 14:11:01:380,,1.3984237909317017,,lying
A02,010-000-030-096,633790230615956524,27.05.2009 14:11:01:597,3.255226850509644,,0.3853123784065246,lying
A02,010-000-030-096,633790230618118881,27.05.2009 14:11:01:813,,,,lying
A02,010-000-030-096,633790230620281241,27.05.2009 14:11:02:027,3.2508351802825928,1.2352136373519895,0.3402038216590881,lying
A02,010-000-030-096,633790230622443596,27.05.2009 14:11:02:243,,1.2236162424087524,,lying
A02,010-000-030-096,633790230624605941,27.05.2009 14:11:02:460,3.235900402069092,1.1815640926361084,0.3744109570980072,lying
A02,010-000-030-096,633790230626768289,27.05.2009 14:11:02:677,3.2508440017700195,,0.3610239326953888,lying
A02,010-000-030-096,633790230628930638,27.05.2009 14:11:02:893,,1.1306403875350952,,lying
A02,010-000-030-096,633790230631092985,27.05.2009 14:11:03:110,,,0.3717511594295501,lying
A02,010-000-030-096,633790230633255331,27.05.2009 14:11:03:327,,1.149039387702942,0.4097273647785187,lying
A02,010-000-030-096,633790230635417689,27.05.2009 14:11:03:543,3.2761831283569336,,0.3279580771923065,lying
A02,010-000-030-096,633790230637580036,27.05.2009 14:11:03:757,,,0.4150848090648651,lying
A02,010-000-030-096,633790230639742375,27.05.2009 14:11:03:973,3.219508647918701,,0.3189583420753479,lying
A02,010-000-030-096,633790230641904717,27.05.2009 14:11:04:190,,1.250901222229004,0.4249679446220398,lying
A02,010-000-030-096,633790230644067060,27.05.2009 14:11:04:407,3.210750102996826,1.2476624250411987,0.3971153497695923,lying
A02,010-000-030-096,633790230646229405,27.05.2009 14:11:04:623,3.19856071472168,1.1992650032043457,,lying
A02,010-000-030-096,633790230648391755,27.05.2009 14:11:04:840,3.232975482940674,1.2185763120651243,0.4279576539993286,lying
A02,010-000-030-096,633790230650554107,27.05.2009 14:11:05:057,,,,lying
A02,010-000-030-096,633790230652716465,27.05.2009 14:11:05:270,3.212057590484619,1.2169296741485596,0.4265700876712799,lying
A02,010-000-030-096,633790230654878809,27.05.2009 14:11:05:487,,,,lying
A02,010-000-030-096,633790230657041161,27.05.2009 14:11:05:703,,,,lying
A02,010-000-030-096,633790230659203510,27.05.2009 14:11:05:920,3.21868896484375,1.2350778579711914,,lying
A02,010-000-030-096,633790230661365871,27.05.2009 14:11:06:137,3.2213621139526367,1.200383186340332,,lying
A02,010-000-030-096,633790230663528231,27.05.2009 14:11:06:353,3.220910787582397,,0.4240791499614715,lying
A02,010-000-030-096,633790230665603178,27.05.2009 14:11:06:560,3.2397286891937256,1.2155274152755735,,lying
A02,010-000-030-096,633790230667765530,27.05.2009 14:11:06:777,,1.1863203048706057,,lying
A02,010-000-030-096,633790230669927879,27.05.2009 14:11:06:993,3.3447391986846924,,0.383996844291687,lying
A02,010-000-030-096,633790230672090240,27.05.2009 14:11:07:210,3.385709524154663,1.322017788887024,0.2964833080768585,lying
A02,010-000-030-096,633790230674252588,27.05.2009 14:11:07:427,3.345661401748657,,,lying
A02,010-000-030-096,633790230676414937,27.05.2009 14:11:07:640,,1.5241670608520508,0.2508318722248077,lying
A02,010-000-030-096,633790230678577284,27.05.2009 14:11:07:857,,,,lying
A02,010-000-030-096,633790230680739642,27.05.2009 14:11:08:073,,1.3858197927474976,0.2768184542655945,standing up from lying
A02,010-000-030-096,633790230682901991,27.05.2009 14:11:08:290,,,,standing up from lying
A02,010-000-030-096,633790230685064345,27.05.2009 14:11:08:507,,,,standing up from lying
A02,010-000-030-096,633790230687226699,27.05.2009 14:11:08:723,,,,standing up from lying
A02,010-000-030-096,633790230689389063,27.05.2009 14:11:08:940,,,0.1125291660428047,standing up from lying
A02,010-000-030-096,633790230691551420,27.05.2009 14:11:09:157,,,-0.0056009772233664,standing up from lying
A02,010-000-030-096,633790230693713772,27.05.2009 14:11:09:370,,,0.0302604623138904,standing up from lying
A02,010-000-030-096,633790230695876115,27.05.2009 14:11:09:587,,,,standing up from lying
A02,010-000-030-096,633790230698038465,27.05.2009 14:11:09:803,3.0342347621917725,,,standing up from lying
A02,010-000-030-096,633790230700200812,27.05.2009 14:11:10:020,3.5378143787384038,1.4126429557800293,,standing up from lying
A02,010-000-030-096,633790230702363174,27.05.2009 14:11:10:237,3.26397967338562,,0.0976557061076164,standing up from lying
A02,010-000-030-096,633790230704525525,27.05.2009 14:11:10:453,3.23792028427124,1.1202645301818848,-0.0408843606710433,standing up from lying
A02,010-000-030-096,633790230706687882,27.05.2009 14:11:10:670,3.08181381225586,1.241953730583191,,standing up from lying
A02,010-000-030-096,633790230708850238,27.05.2009 14:11:10:887,,,-0.3671295940876007,standing up from lying
A02,010-000-030-096,633790230711012593,27.05.2009 14:11:11:100,,1.088632583618164,0.1363864243030548,walking
A02,010-000-030-096,633790230713174934,27.05.2009 14:11:11:317,3.02646541595459,1.2065035104751587,0.2261174470186233,walking
A02,010-000-030-096,633790230715337296,27.05.2009 14:11:11:533,2.9877517223358154,1.3714996576309204,0.3725428283214569,walking
A02,010-000-030-096,633790230717499644,27.05.2009 14:11:11:750,,1.3555598258972168,0.2879769206047058,walking
A02,010-000-030-096,633790230719661991,27.05.2009 14:11:11:967,,1.3239704370498655,0.3542476296424866,walking
A02,010-000-030-096,633790230721824343,27.05.2009 14:11:12:183,,,,walking
A02,010-000-030-096,633790230723986680,27.05.2009 14:11:12:400,,,,walking
A02,010-000-030-096,633790230726149032,27.05.2009 14:11:12:613,3.314244747161865,,,walking
A02,010-000-030-096,633790230728311370,27.05.2009 14:11:12:830,,1.6122782230377195,-0.0148491393774747,walking
A02,010-000-030-096,633790230730473717,27.05.2009 14:11:13:047,,2.2685434818267822,0.1841842383146286,walking
A02,010-000-030-096,633790230732636069,27.05.2009 14:11:13:263,2.925821304321289,,0.0760995373129844,walking
A02,010-000-030-096,633790230734798414,27.05.2009 14:11:13:480,,,,walking
A02,010-000-030-096,633790230736960760,27.05.2009 14:11:13:697,,,,walking
A02,010-000-030-096,633790230739123107,27.05.2009 14:11:13:913,2.746793746948242,2.044062852859497,,walking
A02,010-000-030-096,633790230741285446,27.05.2009 14:11:14:130,2.297410249710083,2.217860460281372,,lying down
A02,010-000-030-096,633790230743447792,27.05.2009 14:11:14:343,,,,lying down
A02,010-000-030-096,633790230745610135,27.05.2009 14:11:14:560,,2.119116306304932,0.1948863118886947,lying down
A02,010-000-030-096,633790230747772482,27.05.2009 14:11:14:777,,2.093456983566284,0.327510803937912,lying down
A02,010-000-030-096,633790230749934833,27.05.2009 14:11:14:993,,,0.3348755836486816,lying down
A02,010-000-030-096,633790230754259514,27.05.2009 14:11:15:427,2.007399082183838,,0.1445633918046951,lying down
A02,010-000-030-096,633790230756421863,27.05.2009 14:11:15:643,1.9966561794281008,,0.2824087142944336,lying down
A02,010-000-030-096,633790230758584220,27.05.2009 14:11:15:860,2.122450351715088,,0.3029676079750061,lying down
A02,010-000-030-096,633790230760746577,27.05.2009 14:11:16:073,2.04377818107605,,,lying down
A02,010-000-030-096,633790230762908924,27.05.2009 14:11:16:290,,,,lying down
A02,010-000-030-096,633790230765071265,27.05.2009 14:11:16:507,,,0.3188214302062988,lying down
A02,010-000-030-096,633790230767233618,27.05.2009 14:11:16:723,2.217496395111084,1.568390965461731,0.1729986369609832,lying down
A02,010-000-030-096,633790230769395966,27.05.2009 14:11:16:940,,,,lying down
A02,010-000-030-096,633790230771558309,27.05.2009 14:11:17:157,2.0146138668060303,1.8570016622543333,,lying down
A02,010-000-030-096,633790230775883000,27.05.2009 14:11:17:587,2.1214823722839355,,,lying down
A02,010-000-030-096,633790230778045356,27.05.2009 14:11:17:803,2.024364709854126,,0.2693508267402649,lying
A02,010-000-030-096,633790230780207711,27.05.2009 14:11:18:020,1.836066007614136,1.8953434228897093,0.5225327610969543,lying
A02,010-000-030-096,633790230782370067,27.05.2009 14:11:18:237,,,,lying
A02,010-000-030-096,633790230784532414,27.05.2009 14:11:18:453,2.6133391857147217,,0.1279160529375076,lying
A02,010-000-030-096,633790230786694759,27.05.2009 14:11:18:670,2.5318760871887207,2.0817580223083496,,lying
A02,010-000-030-096,633790230788857115,27.05.2009 14:11:18:887,2.164731025695801,,0.380803495645523,lying
A02,010-000-030-096,633790230791019463,27.05.2009 14:11:19:103,2.2650160789489746,1.958953619003296,,lying
A02,010-000-030-096,633790230793181809,27.05.2009 14:11:19:317,2.0833935737609863,2.074225187301636,0.2525297701358795,lying
A02,010-000-030-096,633790230795344149,27.05.2009 14:11:19:533,2.057788848876953,2.047945022583008,,lying
A02,010-000-030-096,633790230797506512,27.05.2009 14:11:19:750,2.1244168281555176,,0.3252461850643158,lying
A02,010-000-030-096,633790230799668856,27.05.2009 14:11:19:967,2.02625584602356,,0.2987282574176788,lying
A02,010-000-030-096,633790230801831221,27.05.2009 14:11:20:183,,,0.2778467535972595,lying
A02,010-000-030-096,633790230803993572,27.05.2009 14:11:20:400,,,,lying
A02,010-000-030-096,633790230806155933,27.05.2009 14:11:20:617,,2.196600914001465,0.3412505686283111,lying
A02,010-000-030-096,633790230808318285,27.05.2009 14:11:20:833,2.024498462677002,2.153468608856201,0.3469810783863067,lying
A02,010-000-030-096,633790230810480629,27.05.2009 14:11:21:047,,2.0926530361175537,0.3060499727725982,lying
A02,010-000-030-096,633790230812642974,27.05.2009 14:11:21:263,,,0.3560477793216705,lying
A02,010-000-030-096,633790230814805330,27.05.2009 14:11:21:480,,,,lying
A02,010-000-030-096,633790230816967675,27.05.2009 14:11:21:697,,,0.307757705450058,lying
A02,010-000-030-096,633790230819130015,27.05.2009 14:11:21:913,2.0799400806427,,0.3059833347797394,lying
A02,010-000-030-096,633790230821292371,27.05.2009 14:11:22:130,2.319617509841919,,0.3953577280044555,lying
A02,010-000-030-096,633790230823454727,27.05.2009 14:11:22:347,,,0.5167302489280701,lying
A02,010-000-030-096,633790230825617101,27.05.2009 14:11:22:563,2.260955572128296,,0.3113499283790588,lying
A02,010-000-030-096,633790230827779444,27.05.2009 14:11:22:777,2.33008337020874,,0.4462634623050689,lying
A02,010-000-030-096,633790230829941797,27.05.2009 14:11:22:993,2.4556257724761963,2.181117296218872,0.4265463948249817,lying
A02,010-000-030-096,633790230832104141,27.05.2009 14:11:23:210,,2.163881301879883,0.3235944509506225,lying
A02,010-000-030-096,633790230834266477,27.05.2009 14:11:23:427,,2.477593183517456,0.7948297262191772,lying
A02,010-000-030-096,633790230836428831,27.05.2009 14:11:23:643,2.56841254234314,2.287414312362671,0.5650323629379272,lying
A02,010-000-030-096,633790230838591181,27.05.2009 14:11:23:860,2.557096242904663,2.30571722984314,0.4405293762683868,lying
A02,010-000-030-096,633790230840753527,27.05.2009 14:11:24:077,,,0.4886464476585388,lying
A02,010-000-030-096,633790230842915862,27.05.2009 14:11:24:290,2.570765256881714,2.2209627628326416,,lying
A02,010-000-030-096,633790230845078208,27.05.2009 14:11:24:507,,,,lying
A02,010-000-030-096,633790230847240558,27.05.2009 14:11:24:723,2.5443553924560547,,0.5107985138893127,lying
A02,010-000-030-096,633790230849402900,27.05.2009 14:11:24:940,,2.2836854457855225,,lying
A02,010-000-030-096,633790230851565260,27.05.2009 14:11:25:157,2.439894914627075,2.3491311073303223,,lying
A02,010-000-030-096,633790230853727605,27.05.2009 14:11:25:373,2.4557435512542725,,0.5118240714073181,lying
A02,010-000-030-096,633790230855889960,27.05.2009 14:11:25:590,2.5108509063720703,2.289088010787964,0.4573701322078705,lying
A02,010-000-030-096,633790230858052304,27.05.2009 14:11:25:807,2.568504810333252,2.234982490539551,,lying
A02,010-000-030-096,633790230860214638,27.05.2009 14:11:26:020,2.5016894340515137,2.311611652374268,0.5221166014671326,lying
A02,010-000-030-096,633790230862376994,27.05.2009 14:11:26:237,,2.297095537185669,0.4512931108474731,lying
A02,010-000-030-096,633790230864539340,27.05.2009 14:11:26:453,,,,lying
A02,010-000-030-096,633790230866701687,27.05.2009 14:11:26:670,2.51918625831604,2.265566349029541,0.523639976978302,lying
