hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
20.0,0.0,2.0,1.0,3.0,0.16,0.1515,0.93,0.194,0.0,32.0,32.0
1.0,0.0,3.0,1.0,2.0,0.16,0.1818,0.86,9.57,0.0,6.0,6.0
8.0,0.0,3.0,1.0,1.0,0.16,0.1667,0.59,-5.95,3.0,125.0,128.0
9.0,0.0,3.0,1.0,1.0,0.16,0.1364,0.59,0.3284,3.0,78.0,81.0
11.0,0.0,3.0,1.0,1.0,0.2,0.1818,0.51,9.57,3.0,32.0,35.0
-8.125,0.0,3.0,1.0,1.0,0.2,0.1515,0.47,0.5821,3.0,52.0,55.0
13.0,0.0,3.0,1.0,3.41,0.22,0.197,0.44,0.3582,0.0,49.0,49.0
20.0,0.0,3.0,1.0,-2.35,0.16,0.1364,0.5,0.3284,17.25,-16.309125,56.0
23.0,0.0,3.0,1.0,1.0,0.14,-2.5,7.1,0.4179,1.0,19.0,20.0
0.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.59,0.2836,1.0,6.0,7.0
1.0,0.0,4.0,10.105,1.0,0.14,0.1212,0.5,-5.95,0.0,2.0,-22.3228125
3.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.3284,0.0,3.0,3.0
4.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.2537,0.0,4.0,4.0
6.0,0.0,4.0,-6.175,1.0,0.12,0.1515,0.54,-5.95,0.0,28.0,28.0
8.0,0.0,10.835,1.0,1.0,-3.475,0.1364,0.5,0.194,5.0,26.853475000000003,202.0
9.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.3284,2.0,137.0,139.0
10.0,0.0,4.0,1.0,2.0,0.16,0.1364,0.5,0.3582,2.0,36.0,38.0
11.0,0.0,4.0,1.0,2.0,0.2,0.1667,0.44,0.4478,4.0,33.0,37.0
14.0,0.0,4.0,1.0,1.0,0.22,0.197,0.41,0.3881,3.0,39.0,42.0
15.0,0.0,4.0,1.0,1.0,0.24,0.2121,0.38,0.2985,5.0,55.0,60.0
17.0,0.0,4.0,1.0,1.0,0.2,0.1818,0.4,-5.95,4.0,158.0,162.0
22.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.46,0.3284,-10.15,30.0,-22.3228125
0.0,0.0,5.0,1.0,1.0,0.12,0.1364,0.5,0.194,0.0,14.0,14.0
1.0,0.0,5.0,1.0,1.0,0.1,0.1212,0.54,0.1642,0.0,5.0,5.0
2.0,0.0,10.835,1.0,1.0,0.1,0.1212,0.54,0.1343,0.0,1.0,1.0
3.0,0.0,5.0,1.0,1.0,0.1,0.1364,0.54,0.1045,0.0,1.0,1.0
10.0,0.0,5.0,1.0,1.0,0.18,0.1818,0.55,0.194,4.0,40.0,44.0
14.0,0.0,5.0,1.0,1.0,0.22,0.2121,0.41,0.2836,5.0,59.0,64.0
15.0,0.0,5.0,-6.175,1.0,0.24,0.2424,0.38,0.1642,9.0,59.0,68.0
12.875,0.0,5.0,1.0,1.0,0.2,0.2576,0.47,0.0,5.0,134.0,-22.3228125
22.0,0.0,5.0,1.0,-2.35,0.16,0.2273,0.69,0.0,16.89,34.0,36.0
2.0,0.0,6.0,0.0,3.41,0.16,0.197,0.59,0.0896,0.0,-16.309125,12.0
5.0,0.0,6.0,0.0,1.0,0.16,0.2273,0.59,0.0,0.0,1.0,1.0
6.0,0.0,6.0,0.0,1.0,0.14,0.1667,0.63,0.1045,1.0,2.0,3.0
9.0,0.0,-6.725,0.0,1.0,0.16,0.1818,0.64,0.1343,2.0,31.0,33.0
20.0,0.0,6.0,0.0,2.0,0.32,0.303,0.39,-5.95,6.0,-12.682875,41.0
12.875,0.0,6.0,0.0,2.0,0.32,0.303,0.39,0.2239,-10.75,51.0,57.0
22.0,0.0,6.0,0.0,2.0,-3.475,0.3182,0.42,0.1045,0.0,26.0,26.0
23.0,0.0,6.0,0.0,1.0,0.3,0.2879,0.45,-5.95,5.0,39.0,44.0
3.0,-11.5,0.0,10.105,1.0,0.22,0.2727,0.69,0.0,9.0,6.0,15.0
4.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.56,0.1642,0.0,1.0,1.0
9.0,0.0,0.0,0.0,1.0,0.22,0.2121,0.51,0.2537,3.0,29.0,32.0
10.0,0.0,10.835,0.0,1.0,0.22,0.2121,0.51,0.2836,8.0,71.0,79.0
11.0,0.0,0.0,0.0,1.0,5.285,0.2273,0.44,0.2537,23.0,70.0,93.0
12.0,0.0,0.0,0.0,1.0,0.24,0.2121,0.41,0.2836,29.0,-16.309125,104.0
13.0,0.0,0.0,0.0,1.0,0.26,0.2273,0.35,0.2985,23.0,95.0,118.0
19.0,0.0,0.0,0.0,1.0,0.18,0.197,0.47,0.1343,14.0,47.0,61.0
21.0,0.0,0.0,10.105,1.0,0.18,-2.5,0.51,-5.95,6.0,22.0,28.0
0.0,1.0,1.0,0.0,2.0,0.2,0.197,7.1,0.2239,1.0,16.0,17.0
2.0,1.0,1.0,0.0,2.0,0.18,0.1667,0.43,0.2537,0.0,8.0,8.0
4.0,1.0,1.0,0.0,2.0,0.18,0.197,0.43,0.1343,1.0,2.0,3.0
-8.125,18.295475,1.0,0.0,2.0,0.18,0.197,0.43,0.1642,0.0,1.0,1.0
12.875,1.0,1.0,0.0,2.0,0.16,0.1818,0.5,0.1343,4.0,9.0,13.0
11.0,1.0,1.0,0.0,2.0,0.16,0.1515,0.55,0.194,9.0,55.0,64.0
15.0,-11.159125,1.0,0.0,2.0,0.2,0.2121,0.47,0.1642,21.0,72.0,93.0
18.0,1.0,1.0,0.0,2.0,0.18,5.2925,0.55,9.57,7.0,85.0,92.0
13.0,0.0,2.0,-6.175,2.0,0.2,0.197,0.86,0.2239,0.0,22.0,22.0
14.0,0.0,2.0,1.0,2.0,0.22,0.2273,0.8,0.1642,2.0,26.0,28.0
12.875,0.0,2.0,1.0,2.0,0.22,0.2727,0.87,0.0,0.0,26.853475000000003,83.0
22.0,0.0,2.0,1.0,2.0,0.22,-2.5,0.93,0.0896,0.0,33.0,33.0
0.0,0.0,3.0,1.0,2.0,0.22,0.2727,0.93,0.0,-10.15,3.0,3.0
1.0,0.0,3.0,1.0,3.0,0.22,0.2273,0.93,0.1343,1.0,6.0,7.0
5.0,0.0,3.0,1.0,2.0,0.22,0.2576,0.93,0.0896,0.0,7.0,7.0
6.0,0.0,3.0,1.0,2.0,0.22,0.2576,0.93,0.0896,0.0,32.0,32.0
10.0,0.0,3.0,1.0,2.0,0.26,0.2727,7.1,0.1343,1.0,46.0,47.0
15.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.54,0.2836,4.0,78.0,82.0
16.0,0.0,3.0,1.0,1.0,0.38,0.3939,0.58,0.3881,10.0,-16.309125,104.0
18.0,0.0,3.0,1.0,1.0,-3.475,0.3182,0.61,0.2836,5.0,156.0,161.0
20.0,0.0,3.0,1.0,-2.35,0.32,0.303,0.49,0.2985,2.0,74.0,76.0
21.0,0.0,3.0,1.0,1.0,0.32,0.2879,0.49,0.4179,4.0,55.0,59.0
23.0,0.0,3.0,1.0,1.0,0.3,0.2727,0.52,0.4627,17.25,-16.707875,28.0
0.0,0.0,4.0,1.0,1.0,0.26,0.2273,0.56,0.3881,5.0,20.809725,13.0
1.0,0.0,4.0,1.0,1.0,0.26,-3.4875,0.56,0.0,2.0,3.0,5.0
3.0,0.0,4.0,1.0,1.0,0.26,0.2576,0.56,0.1642,0.0,1.0,-22.3228125
6.0,0.0,4.0,1.0,1.0,0.22,0.2121,0.6,0.2239,0.0,35.0,35.0
10.0,0.0,4.0,1.0,1.0,0.26,0.2273,0.48,0.2985,1.0,56.0,57.0
13.0,0.0,4.0,1.0,2.0,0.28,-3.4875,0.45,0.1045,12.0,86.0,98.0
14.0,0.0,4.0,1.0,2.0,0.3,0.303,0.45,0.1343,6.0,75.0,81.0
19.0,0.0,4.0,1.0,-2.35,0.26,0.2273,0.56,0.3284,6.0,146.0,152.0
20.0,0.0,4.0,1.0,2.0,0.26,5.2925,-4.5,0.2836,2.0,124.0,126.0
21.0,0.0,4.0,1.0,2.0,0.24,0.2273,0.6,0.2537,3.0,54.0,57.0
22.0,0.0,4.0,1.0,2.0,0.24,0.2121,0.65,0.2836,0.0,56.0,56.0
1.0,0.0,5.0,1.0,2.0,0.24,0.2273,0.7,0.2537,0.0,6.0,6.0
3.0,0.0,5.0,1.0,3.0,-3.475,0.2121,0.8,0.2985,0.0,1.0,1.0
11.0,0.0,5.0,1.0,1.0,0.22,0.1818,0.41,0.4627,6.0,53.0,59.0
12.0,0.0,5.0,1.0,1.0,0.22,0.1818,0.27,0.5821,11.0,67.0,78.0
14.0,0.0,5.0,1.0,1.0,0.2,0.1515,0.25,0.5224,6.0,56.0,62.0
17.0,0.0,5.0,1.0,1.0,0.14,0.1212,0.28,0.3582,10.0,151.0,161.0
18.0,0.0,10.835,1.0,1.0,-3.475,0.1212,0.3,0.2537,1.0,119.0,120.0
20.0,0.0,5.0,1.0,1.0,0.1,0.0758,0.33,0.4179,1.0,52.0,53.0
21.0,0.0,5.0,1.0,3.41,0.08,0.0758,0.38,0.2836,0.0,41.0,-22.3228125
22.0,0.0,5.0,1.0,1.0,0.06,0.0303,0.41,0.3881,1.0,33.0,34.0
0.0,0.0,6.0,0.0,1.0,0.04,0.0303,0.45,0.2537,0.0,13.0,13.0
1.0,0.0,6.0,0.0,2.0,0.04,5.2925,0.41,0.3881,3.0,9.0,12.0
2.0,0.0,6.0,0.0,2.0,0.04,0.0303,0.41,0.2537,0.0,26.853475000000003,11.0
3.0,0.0,6.0,0.0,2.0,0.04,0.0303,0.41,0.2836,1.0,6.0,7.0
4.0,0.0,6.0,0.0,2.0,0.02,0.0152,0.48,0.2985,0.0,26.853475000000003,3.0
10.0,18.295475,6.0,0.0,2.0,0.04,0.0606,0.41,0.1642,3.0,50.0,53.0
11.0,0.0,6.0,0.0,2.0,0.06,3.5,0.38,0.1343,4.0,59.0,63.0
13.0,0.0,6.0,0.0,1.0,-3.475,0.1667,0.35,0.0,12.0,72.0,84.0
12.875,0.0,6.0,0.0,1.0,0.1,0.1364,0.33,-5.95,11.0,-16.309125,-22.3228125
15.0,0.0,6.0,0.0,1.0,0.12,0.1515,0.28,0.0,10.0,93.0,103.0
17.0,0.0,6.0,0.0,1.0,0.12,0.197,0.28,0.0,8.0,59.0,37.3936875
18.0,0.0,6.0,0.0,3.41,0.08,0.0909,0.35,0.194,0.0,54.0,54.0
20.0,0.0,6.0,0.0,1.0,0.06,3.5,0.45,0.1642,1.0,44.0,45.0
21.0,0.0,6.0,0.0,1.0,0.06,0.1061,7.1,0.0896,0.0,39.0,39.0
23.0,0.0,6.0,0.0,1.0,0.04,0.0758,0.57,0.1045,2.0,31.0,33.0
2.0,0.0,0.0,0.0,1.0,0.02,0.0606,0.62,0.1343,3.0,15.0,18.0
6.0,0.0,0.0,0.0,2.0,0.04,0.0758,7.1,0.1045,0.0,1.0,1.0
8.0,0.0,0.0,0.0,1.0,0.06,0.0758,0.62,0.1642,-10.75,17.0,19.0
11.0,0.0,0.0,0.0,1.0,0.14,0.1364,0.43,0.2239,22.0,77.0,99.0
14.0,0.0,0.0,-6.175,1.0,0.16,0.1364,0.28,0.3582,17.0,93.0,110.0
16.0,0.0,0.0,0.0,1.0,0.16,0.1364,0.26,0.3284,9.0,56.0,65.0
20.0,0.0,0.0,0.0,1.0,0.1,3.5,0.36,0.2537,4.0,31.0,35.0
21.0,0.0,0.0,0.0,1.0,0.1,0.1061,0.36,0.194,5.0,20.0,25.0
23.0,18.295475,0.0,0.0,1.0,0.06,0.0606,0.41,0.2239,-10.75,17.0,21.0
1.0,0.0,1.0,1.0,1.0,0.04,0.0455,0.45,0.194,0.0,1.0,1.0
-8.125,0.0,1.0,1.0,1.0,0.02,0.0606,0.48,0.1343,0.0,1.0,1.0
6.0,0.0,1.0,1.0,1.0,0.02,0.0758,0.48,0.0896,16.89,15.0,-22.3228125
7.0,0.0,1.0,1.0,1.0,0.02,0.1212,0.48,0.0,5.0,79.0,84.0
8.0,0.0,1.0,1.0,1.0,0.04,0.1364,0.49,0.0,6.0,171.0,37.3936875
9.0,0.0,1.0,1.0,1.0,0.06,0.1515,0.41,0.0,4.0,98.0,102.0
10.0,0.0,1.0,1.0,1.0,0.1,0.1364,0.42,0.0,6.0,26.853475000000003,40.0
13.0,18.295475,1.0,1.0,2.0,0.14,0.1364,0.43,0.2239,6.0,54.0,60.0
14.0,0.0,1.0,1.0,2.0,0.14,0.1364,0.46,0.2239,2.0,43.0,45.0
15.0,0.0,1.0,1.0,-2.35,5.285,0.1667,0.4,0.1642,7.0,20.809725,57.0
17.0,0.0,1.0,1.0,-2.35,0.14,0.1212,0.5,0.2537,6.0,178.0,184.0
20.0,0.0,1.0,1.0,1.0,0.14,0.1364,0.59,0.194,1.0,80.0,81.0
22.0,0.0,1.0,1.0,2.0,0.14,0.1364,0.63,0.2239,3.0,32.0,35.0
0.0,0.0,2.0,1.0,2.0,0.16,0.1364,0.69,0.2836,3.0,6.0,9.0
1.0,0.0,2.0,1.0,2.0,0.16,0.1667,0.69,0.1642,-10.75,5.0,5.0
-8.125,0.0,2.0,1.0,1.0,0.14,0.1364,0.74,0.2239,0.0,9.0,9.0
7.0,0.0,2.0,1.0,1.0,-3.475,0.1515,0.74,0.2239,5.0,103.0,108.0
10.0,0.0,2.0,1.0,3.41,0.22,0.2424,0.6,0.1045,6.0,49.0,55.0
12.0,0.0,2.0,1.0,2.0,0.26,0.2879,0.56,0.0896,21.0,85.0,106.0
20.0,0.0,2.0,10.105,1.0,0.24,0.2273,7.1,0.194,16.0,103.0,119.0
21.0,0.0,2.0,1.0,3.41,0.24,0.2273,-4.5,0.194,17.25,40.0,45.0
23.0,0.0,10.835,10.105,2.0,0.22,0.2273,0.64,0.1642,3.0,37.0,40.0
1.0,0.0,3.0,1.0,2.0,-3.475,0.2424,0.65,0.1343,0.0,5.0,5.0
7.0,0.0,3.0,1.0,3.0,0.22,0.2121,0.87,0.2985,1.0,29.0,30.0
8.0,0.0,3.0,1.0,3.0,0.22,0.2121,0.87,0.2985,3.0,69.0,72.0
11.0,-11.5,3.0,1.0,3.0,0.22,0.197,7.1,0.3284,6.0,35.0,41.0
13.0,0.0,3.0,1.0,3.0,0.22,0.197,7.1,0.3284,4.0,43.0,47.0
14.0,0.0,3.0,1.0,3.0,0.22,0.197,0.93,0.3582,0.0,36.0,36.0
15.0,0.0,3.0,1.0,3.0,0.22,0.1818,7.1,0.4627,1.0,42.0,43.0
19.0,0.0,4.0,1.0,1.0,-3.475,0.2273,0.69,0.0896,3.0,76.0,79.0
21.0,18.295475,4.0,1.0,1.0,0.18,0.2121,0.74,0.0896,2.0,36.0,38.0
0.0,0.0,5.0,1.0,2.0,0.2,0.2121,0.75,9.57,0.0,9.0,9.0
1.0,0.0,5.0,1.0,-2.35,0.2,0.2121,0.75,0.1343,1.0,2.0,3.0
7.0,0.0,5.0,1.0,2.0,0.16,0.197,0.86,0.0896,-10.75,58.0,60.0
9.0,-11.159125,5.0,1.0,3.0,0.18,0.2121,0.86,-5.95,6.0,95.0,101.0
10.0,0.0,5.0,1.0,3.0,0.18,0.2121,0.86,0.1045,0.0,49.0,49.0
12.0,0.0,5.0,1.0,-2.35,0.18,0.2121,0.93,0.1045,1.0,28.0,29.0
