hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
21.0,0.0,1.0,1.0,1.0,0.18,0.197,0.64,0.1343,3.0,49.0,52.0
22.0,0.0,1.0,1.0,1.0,0.14,0.1515,0.69,0.1343,0.0,20.0,20.0
-12.625,0.0,-3.45,1.0,1.0,0.12,0.1515,0.74,0.1045,0.0,36.0,36.0
9.0,0.0,2.0,1.0,3.5,0.62,0.1515,0.64,0.2239,-12.05,98.0,100.0
12.0,0.0,2.0,1.0,1.0,0.22,0.2273,0.51,0.1642,12.0,66.0,78.0
15.0,0.0,2.0,1.0,1.0,0.28,0.2727,0.52,0.2537,17.0,26.9645875,65.0
20.0,0.0,2.0,1.0,1.0,0.24,0.2576,1.0,0.6567,1.0,53.0,54.0
21.0,0.0,2.0,1.0,1.0,0.22,0.2727,1.0,0.0,0.0,48.0,48.0
0.0,0.0,3.0,1.0,1.0,0.2,0.2576,0.64,0.6567,0.0,6.0,6.0
6.0,0.0,3.0,1.0,3.41,0.2,0.197,0.47,0.2239,-12.05,33.0,33.0
20.375,0.0,3.0,1.0,1.0,0.2,0.5455,0.4,0.2985,19.63,181.0,195.0
9.0,0.0,3.0,1.0,1.0,0.22,0.197,0.37,0.3284,6.0,109.0,115.0
12.0,0.0,3.0,1.0,1.0,0.26,0.2273,0.33,0.6567,5.0,74.0,79.0
14.0,0.0,3.0,1.0,1.0,0.3,0.2879,0.28,0.194,10.0,52.0,62.0
19.0,0.0,3.0,1.0,1.0,0.24,0.2576,0.38,0.1045,5.0,127.0,132.0
20.0,0.0,3.0,1.0,1.0,0.62,0.2273,0.47,0.6567,7.0,-15.878937499999996,89.0
20.375,0.0,4.0,1.0,1.0,0.18,0.2424,1.0,0.0,0.0,11.0,11.0
1.0,0.0,4.0,1.0,1.0,0.16,0.2273,0.64,0.0,0.0,4.0,4.0
11.0,0.0,4.0,1.0,1.0,0.22,0.5455,0.44,0.0896,2.0,57.0,59.0
12.0,0.0,4.0,1.0,1.0,0.62,0.2879,0.35,0.0,6.0,78.0,84.0
13.0,0.0,4.0,1.0,1.0,0.26,0.2727,0.35,0.1045,12.0,55.0,67.0
23.0,0.0,4.0,1.0,2.0,0.62,0.197,1.0,0.194,4.0,26.7273625,23.0
4.0,0.0,5.0,1.0,2.0,0.62,0.2121,0.69,0.1343,0.0,1.0,-14.7750625
9.0,0.0,5.0,1.0,3.5,0.2,0.1818,0.47,0.2985,9.0,125.0,134.0
14.0,0.0,5.0,1.0,2.0,0.2,0.197,0.4,0.2537,-12.05,43.0,50.0
16.0,0.0,5.0,1.0,3.5,0.2,0.2121,0.37,0.6567,5.0,82.0,87.0
18.0,0.0,5.0,1.0,3.5,0.2,0.5455,0.4,0.0896,7.0,116.0,123.0
19.0,0.0,5.0,1.0,1.0,0.16,0.5455,0.55,0.0896,3.0,-16.2743125,95.0
20.0,0.0,-3.45,1.0,1.0,0.18,0.2121,0.47,0.1045,1.0,50.0,51.0
1.0,0.0,6.0,0.0,2.0,0.18,0.2121,0.55,0.0896,1.0,15.0,16.0
2.0,0.0,6.0,0.0,2.0,0.18,0.2424,1.0,0.0,3.0,13.0,16.0
-6.625,0.0,6.0,0.0,2.0,0.2,0.1818,1.0,0.3881,2.0,60.0,-14.7750625
14.0,0.0,6.0,0.0,1.0,0.2,0.1667,0.32,0.6567,12.0,83.0,-14.7750625
16.0,0.0,6.0,0.0,1.0,0.18,0.1364,0.29,0.6567,8.0,68.0,76.0
17.0,0.0,6.0,0.0,1.0,0.16,0.1212,1.0,0.5522,5.0,64.0,69.0
10.375,0.0,6.0,0.0,1.0,0.12,0.1061,0.36,0.3881,1.0,33.0,34.0
7.0,0.0,0.0,0.0,1.0,0.08,0.0909,0.53,0.194,1.0,5.0,6.0
13.0,0.0,0.0,0.0,1.0,0.2,0.5455,0.34,0.4478,6.0,69.0,75.0
17.0,0.0,0.0,0.0,3.5,0.18,0.1515,0.37,0.3881,3.0,59.0,62.0
18.0,0.0,0.0,0.0,1.0,0.16,0.1364,0.4,0.3284,4.0,44.0,48.0
19.0,0.0,5.67,0.0,1.0,0.16,0.1364,0.43,0.3284,1.0,40.0,24.8650375
0.0,0.0,1.0,1.0,1.0,0.12,0.1212,0.5,0.2836,2.0,3.0,5.0
20.375,0.0,1.0,1.0,3.5,0.12,0.1212,0.5,0.2239,2.0,75.0,77.0
12.0,0.0,1.0,1.0,2.0,0.2,0.1818,0.4,0.2836,5.0,-15.878937499999996,52.0
17.0,0.0,1.0,1.0,1.0,0.2,0.2273,0.4,0.6567,4.0,174.0,178.0
20.0,0.0,1.0,1.0,1.0,0.16,0.5455,0.5,0.1642,1.0,73.0,74.0
21.0,0.0,1.0,1.0,1.0,0.14,0.1364,0.59,0.6567,1.0,37.0,38.0
23.0,0.0,1.0,1.0,1.0,0.14,0.1515,0.59,0.1642,0.0,18.0,18.0
7.0,0.0,2.0,1.0,3.5,0.16,0.2273,0.55,0.6567,2.0,97.0,-14.7750625
8.0,0.0,2.0,1.0,3.5,0.18,0.2121,1.0,0.0896,-12.05,181.0,205.0
-12.625,0.0,5.67,1.0,3.5,0.2,0.2273,0.51,0.1045,2.0,55.0,57.0
13.0,0.0,2.0,1.0,2.0,0.2,0.2273,0.59,0.0896,-12.05,46.0,52.0
14.0,0.0,2.0,1.0,2.0,0.2,0.2273,0.59,0.6567,-12.05,60.0,63.0
19.0,0.0,2.0,1.0,3.5,0.16,0.5455,0.93,0.6567,0.0,51.0,51.0
20.375,0.0,2.0,1.0,3.0,0.62,0.197,0.86,0.6567,0.0,20.0,20.0
0.0,0.0,3.0,1.0,2.0,0.16,0.197,0.86,0.0896,19.63,7.0,7.0
20.375,0.0,3.0,1.0,1.0,0.14,0.1515,0.86,0.1343,19.63,1.0,1.0
8.0,0.0,5.67,1.0,1.0,0.16,0.1667,0.59,0.1642,3.0,-16.2743125,128.0
10.0,0.0,5.67,1.0,3.5,0.18,0.1818,0.55,0.2239,0.0,39.0,39.0
23.0,0.0,3.0,1.0,1.0,0.14,0.1061,0.59,0.4179,1.0,19.0,20.0
0.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.59,0.2836,1.0,6.0,7.0
2.0,0.0,4.0,1.0,3.5,0.14,0.1212,1.0,0.3582,0.0,2.0,2.0
5.0,0.0,4.0,1.0,1.0,0.14,0.1212,0.5,0.2985,0.0,3.0,3.0
6.0,0.0,4.0,1.0,3.5,0.62,0.1515,0.54,0.6567,0.0,28.0,28.0
7.0,0.0,4.0,1.0,1.0,0.12,0.1515,1.0,0.1343,0.0,-16.2743125,72.0
8.0,0.0,4.0,1.0,1.0,0.14,0.5455,0.5,0.194,5.0,181.0,202.0
13.0,0.0,4.0,1.0,1.0,0.62,0.197,0.41,0.4478,19.63,81.0,83.0
6.0,0.0,5.0,1.0,1.0,0.62,0.1818,0.54,0.6567,-12.05,26.9645875,24.8650375
11.0,0.0,5.0,1.0,1.0,0.18,0.1667,0.51,0.6567,-12.05,47.0,53.0
17.0,0.0,5.0,1.0,1.0,0.22,0.2273,0.41,0.6567,4.0,155.0,159.0
5.0,0.0,6.0,0.0,1.0,0.16,0.2273,0.59,0.6567,0.0,1.0,1.0
10.375,0.0,5.67,1.0,1.0,0.14,0.1667,0.63,0.1045,1.0,2.0,3.0
9.0,0.0,6.0,0.0,1.0,0.16,0.1818,0.64,0.1343,2.0,31.0,33.0
12.0,0.0,6.0,0.0,3.5,0.24,0.2273,0.48,0.2239,15.0,-16.2743125,24.8650375
17.0,0.0,6.0,0.0,3.5,0.32,0.303,0.36,0.2836,29.0,-16.2743125,83.0
-6.625,0.0,6.0,1.0,2.0,0.32,0.303,0.39,0.2537,19.63,35.0,41.0
22.0,0.0,6.0,0.0,3.5,0.3,0.3182,0.42,0.1045,0.0,26.0,-14.7750625
23.0,0.0,-3.45,0.0,1.0,0.3,0.2879,0.45,0.2836,5.0,39.0,24.8650375
1.0,0.0,0.0,0.0,3.41,0.26,0.2727,0.56,0.6567,4.0,19.0,23.0
2.0,0.0,0.0,1.0,1.0,0.26,0.2879,0.56,0.0896,3.0,13.0,16.0
6.0,0.0,0.0,0.0,2.0,0.62,0.2576,0.56,0.1642,0.0,1.0,1.0
12.0,0.0,0.0,0.0,1.0,0.24,0.2121,0.41,0.2836,29.0,75.0,104.0
13.0,0.0,0.0,0.0,1.0,0.26,0.2273,0.35,0.2985,23.0,26.9645875,118.0
15.0,0.0,0.0,0.0,3.5,0.26,0.2424,0.38,0.6567,31.0,78.0,113.0
18.0,0.0,0.0,1.0,1.0,0.2,0.2121,1.0,0.1642,11.0,56.0,67.0
22.0,0.0,0.0,0.0,2.0,0.62,0.2121,0.49,0.1343,2.0,19.0,21.0
1.0,0.0,5.67,0.0,2.0,0.62,0.197,0.44,0.194,1.0,15.0,16.0
5.0,0.0,1.0,0.0,2.0,0.18,0.197,0.43,0.1642,0.0,1.0,24.8650375
8.0,0.0,1.0,0.0,3.5,0.16,0.1515,0.47,0.2239,3.0,30.0,33.0
10.0,0.0,1.0,0.0,2.0,0.16,0.1515,0.5,0.2537,7.0,50.0,57.0
20.0,0.0,1.0,0.0,3.5,0.62,0.5455,1.0,0.194,4.0,29.0,33.0
-12.625,0.0,1.0,0.0,3.0,0.62,0.1515,0.8,0.194,3.0,-16.2743125,27.0
22.0,0.0,1.0,0.0,3.0,0.14,0.1212,1.0,0.2537,0.0,13.0,13.0
17.0,0.0,2.0,1.0,2.0,0.22,0.2273,0.82,0.194,19.63,124.0,125.0
23.0,0.0,2.0,1.0,3.5,0.22,0.2727,0.93,0.0,1.0,19.0,20.0
7.0,0.0,3.0,1.0,2.0,0.24,0.5455,0.92,0.1045,1.0,89.0,90.0
9.0,0.0,3.0,1.0,2.0,0.24,0.2576,0.93,0.1045,2.0,-16.2743125,109.0
11.0,0.0,3.0,1.0,3.5,0.28,0.303,0.87,0.0896,5.0,47.0,52.0
17.0,0.0,3.0,1.0,1.0,0.36,0.3333,0.57,0.3284,7.0,181.0,197.0
10.375,0.0,3.0,1.0,1.0,0.32,0.303,0.49,0.6567,2.0,74.0,76.0
2.0,0.0,4.0,1.0,1.0,0.26,0.5455,0.56,0.0,0.0,2.0,2.0
5.0,0.0,4.0,1.0,1.0,0.24,0.2273,0.6,0.2239,0.0,6.0,6.0
20.375,0.0,4.0,1.0,1.0,0.22,0.2121,0.55,0.2836,2.0,181.0,24.8650375
9.0,0.0,-3.45,1.0,2.0,0.24,0.2273,0.52,0.2239,3.0,140.0,143.0
10.0,0.0,4.0,1.0,1.0,0.26,0.2273,0.48,0.2985,1.0,56.0,57.0
11.0,0.0,4.0,1.0,2.0,0.28,0.2727,0.45,0.1642,19.63,63.0,68.0
-6.625,0.0,4.0,1.0,2.0,0.28,0.2879,0.45,0.1045,12.0,86.0,98.0
1.0,0.0,5.0,1.0,2.0,0.24,0.2273,0.7,0.2537,0.0,6.0,6.0
8.0,0.0,5.0,1.0,1.0,0.2,0.5455,0.47,0.6567,7.0,181.0,205.0
10.0,0.0,5.0,1.0,3.5,0.2,0.1667,0.47,0.4627,6.0,57.0,63.0
14.0,0.0,5.0,1.0,1.0,0.2,0.5455,0.25,0.5224,6.0,56.0,-14.7750625
15.0,0.0,5.0,1.0,1.0,0.16,0.1212,0.26,0.4478,4.0,61.0,65.0
3.0,0.0,6.0,0.0,2.0,0.04,0.0303,0.41,0.2836,-12.05,6.0,7.0
7.0,0.0,6.0,0.0,1.0,0.02,0.0152,0.44,0.2836,0.0,8.0,8.0
10.0,0.0,5.67,0.0,2.0,0.04,0.0606,0.41,0.1642,3.0,50.0,53.0
14.0,0.0,6.0,0.0,3.5,0.1,0.1364,0.33,0.1045,11.0,64.0,75.0
19.0,0.0,6.0,0.0,3.5,0.08,0.1061,0.35,0.1343,6.0,53.0,59.0
3.0,0.0,0.0,0.0,1.0,0.02,0.0606,0.62,0.1343,1.0,4.0,5.0
6.0,0.0,0.0,0.0,2.0,0.62,0.0758,0.57,0.1045,0.0,1.0,1.0
11.0,0.0,0.0,0.0,1.0,0.14,0.1364,0.43,0.2239,22.0,-16.2743125,99.0
12.0,0.0,0.0,0.0,1.0,0.16,0.5455,0.37,0.4627,24.0,92.0,116.0
13.0,0.0,-3.45,1.0,1.0,0.14,0.1061,0.33,0.3881,12.0,75.0,87.0
15.0,0.0,0.0,0.0,1.0,0.16,0.1364,0.28,0.3582,13.0,64.0,77.0
16.0,0.0,-3.45,0.0,1.0,0.16,0.1364,1.0,0.3284,9.0,56.0,-14.7750625
17.0,0.0,0.0,0.0,3.5,0.14,0.5455,0.26,0.3881,5.0,50.0,55.0
24.51875,0.0,0.0,0.0,1.0,0.1,0.1061,0.36,0.6567,5.0,20.0,25.0
22.0,0.0,0.0,0.0,1.0,0.08,0.0909,0.38,0.194,5.0,23.0,28.0
-6.625,0.0,1.0,1.0,1.0,0.04,0.0303,0.45,0.2537,0.0,1.0,1.0
19.0,0.0,1.0,1.0,1.0,0.14,0.5455,0.54,0.1642,19.63,101.0,106.0
10.375,0.0,1.0,1.0,1.0,0.14,0.1364,0.59,0.194,1.0,80.0,81.0
5.0,0.0,2.0,1.0,1.0,0.14,0.1364,0.74,0.6567,0.0,9.0,9.0
6.0,0.0,2.0,1.0,1.0,0.16,0.1818,0.74,0.6567,1.0,35.0,36.0
11.0,0.0,2.0,1.0,2.0,0.24,0.2424,0.6,0.6567,6.0,-16.2743125,61.0
12.0,0.0,-3.45,1.0,2.0,0.62,0.2879,0.56,0.0896,-12.05,26.7273625,106.0
14.0,0.0,2.0,1.0,2.0,0.3,0.3333,0.45,0.6567,11.0,57.0,24.8650375
19.0,0.0,2.0,1.0,2.0,0.26,0.2576,0.65,0.1642,13.0,133.0,146.0
22.0,0.0,2.0,1.0,1.0,0.22,0.2273,0.64,0.1642,4.0,49.0,24.8650375
0.0,0.0,3.0,1.0,2.0,0.22,0.5455,0.69,0.1343,3.0,14.0,17.0
9.0,0.0,3.0,1.0,3.0,0.22,0.2121,0.87,0.2985,19.63,55.0,58.0
-12.625,0.0,3.0,1.0,3.0,0.22,0.197,0.93,0.3284,4.0,43.0,47.0
14.0,0.0,5.67,1.0,3.0,0.22,0.197,0.93,0.3582,0.0,36.0,36.0
15.0,0.0,3.0,1.0,3.0,0.22,0.1818,0.93,0.4627,1.0,42.0,43.0
21.0,0.0,4.0,1.0,1.0,0.18,0.2121,0.74,0.0896,2.0,36.0,38.0
10.375,0.0,4.0,1.0,1.0,0.18,0.2121,0.74,0.0896,0.0,27.0,27.0
0.0,0.0,5.0,1.0,2.0,0.2,0.2121,0.75,0.1343,0.0,9.0,9.0
1.0,0.0,5.0,1.0,3.5,0.2,0.5455,0.75,0.6567,19.63,-16.2743125,24.8650375
2.0,0.0,5.0,1.0,2.0,0.2,0.2121,0.75,0.1642,-12.05,2.0,24.8650375
9.0,0.0,5.0,1.0,3.0,0.18,0.5455,1.0,0.0896,6.0,95.0,101.0
12.0,0.0,5.0,1.0,3.0,0.62,0.2121,0.93,0.1045,1.0,28.0,29.0
14.0,0.0,-3.45,1.0,3.0,0.22,0.2727,0.8,0.0,2.0,36.0,38.0
17.0,0.0,5.0,1.0,1.0,0.24,0.2424,0.75,0.1343,2.0,147.0,149.0
10.375,0.0,5.0,1.0,1.0,0.24,0.2273,1.0,0.2239,1.0,22.0,24.8650375
4.0,0.0,6.0,1.0,1.0,0.16,0.1818,1.0,0.1045,1.0,26.9645875,3.0
-6.625,0.0,6.0,0.0,3.5,0.16,0.1818,1.0,0.1045,1.0,-15.878937499999996,-14.7750625
9.0,0.0,6.0,0.0,1.0,0.18,0.2121,0.59,0.0896,19.63,26.9645875,34.0
10.0,0.0,6.0,0.0,2.0,0.62,0.2121,1.0,0.1045,4.0,26.7273625,55.0
20.375,0.0,6.0,0.0,2.0,0.18,0.197,0.64,0.1343,4.0,60.0,-14.7750625
18.0,0.0,6.0,0.0,1.0,0.22,0.2273,0.69,0.1343,19.63,59.0,68.0
21.0,0.0,6.0,0.0,1.0,0.62,0.5455,0.74,0.0896,1.0,-16.2743125,36.0
23.0,0.0,6.0,0.0,1.0,0.16,0.197,0.8,0.6567,3.0,30.0,24.8650375
2.0,0.0,0.0,0.0,1.0,0.16,0.2273,0.8,0.6567,1.0,-16.2743125,11.0
10.375,0.0,0.0,1.0,1.0,0.14,0.2121,1.0,0.6567,-12.05,7.0,8.0
12.0,0.0,0.0,1.0,1.0,0.3,0.3182,0.52,0.1045,10.0,87.0,97.0
15.0,0.0,0.0,0.0,1.0,0.3,0.3333,1.0,0.0,14.0,95.0,-14.7750625
13.0,0.0,-3.45,1.0,2.0,0.16,0.2273,0.59,0.0,2.0,52.0,54.0
14.0,0.0,-3.45,1.0,2.0,0.18,0.197,0.55,0.1343,1.0,85.0,86.0
19.0,0.0,1.0,1.0,3.5,0.62,0.5455,0.61,0.1045,3.0,108.0,111.0
22.0,0.0,1.0,1.0,2.0,0.16,0.5455,1.0,0.1045,-12.05,26.9645875,34.0
5.0,0.0,-3.45,1.0,3.0,0.14,0.5455,1.0,0.0,0.0,3.0,3.0
14.0,0.0,2.0,1.0,2.0,0.62,0.5455,1.0,0.0896,5.0,49.0,54.0
15.0,0.0,2.0,1.0,2.0,0.24,0.2879,0.75,0.0,7.0,45.0,52.0
18.0,0.0,2.0,1.0,2.0,0.24,0.2576,0.81,0.6567,3.0,165.0,168.0
20.0,0.0,2.0,1.0,2.0,0.22,0.5455,1.0,0.1343,5.0,69.0,74.0
20.375,0.0,3.0,1.0,3.0,0.22,0.2424,0.93,0.1045,0.0,2.0,2.0
3.0,0.0,3.0,1.0,3.5,0.22,0.2273,0.93,0.1343,0.0,1.0,1.0
4.0,0.0,3.0,1.0,3.0,0.22,0.2121,0.93,0.2836,0.0,1.0,1.0
5.0,0.0,3.0,1.0,3.5,0.22,0.2424,0.93,0.1045,0.0,3.0,3.0
6.0,0.0,3.0,1.0,3.0,0.22,0.2424,0.93,0.1045,1.0,17.0,18.0
14.0,0.0,3.0,1.0,1.0,0.38,0.5455,0.82,0.3881,2.0,61.0,63.0
17.0,0.0,3.0,1.0,1.0,0.36,0.3182,0.53,0.5224,7.0,181.0,190.0
23.0,0.0,3.0,1.0,1.0,0.2,0.1667,1.0,0.4478,3.0,29.0,-14.7750625
0.0,0.0,4.0,1.0,3.5,0.2,0.1667,0.4,0.4478,1.0,11.0,12.0
3.0,0.0,4.0,1.0,1.0,0.18,0.1667,0.43,0.2537,19.63,1.0,1.0
7.0,0.0,4.0,1.0,1.0,0.14,0.1212,1.0,0.3284,19.63,26.7273625,87.0
19.0,0.0,4.0,1.0,1.0,0.2,0.2576,0.4,0.0,4.0,26.9645875,96.0
10.375,0.0,4.0,1.0,1.0,0.2,0.2273,0.47,0.1045,4.0,34.0,38.0
2.0,0.0,-3.45,1.0,2.0,0.14,0.5455,0.63,0.6567,0.0,1.0,1.0
7.0,0.0,5.0,1.0,3.5,0.14,0.2121,0.59,0.0,0.0,87.0,-14.7750625
10.0,0.0,5.0,1.0,2.0,0.2,0.2121,0.51,0.1343,5.0,26.9645875,51.0
13.0,0.0,5.0,1.0,3.5,0.26,0.5455,0.5,0.2239,9.0,73.0,82.0
17.0,0.0,5.0,1.0,2.0,0.26,0.2727,1.0,0.1343,10.0,26.7273625,-14.7750625
21.0,0.0,5.0,1.0,2.0,0.24,0.2424,0.7,0.1642,-12.05,41.0,43.0
23.0,0.0,-3.45,1.0,2.0,0.24,0.2424,0.7,0.1343,1.0,-16.2743125,31.0
0.0,0.0,6.0,0.0,2.0,0.24,0.2424,0.7,0.1642,3.0,36.0,-14.7750625
1.0,0.0,6.0,0.0,2.0,0.24,0.2424,0.65,0.1642,1.0,17.0,18.0
6.0,0.0,6.0,0.0,3.5,0.2,0.5455,1.0,0.0,0.0,4.0,4.0
16.0,0.0,6.0,1.0,3.0,0.22,0.2273,1.0,0.1343,8.0,63.0,71.0
18.0,0.0,6.0,1.0,2.0,0.28,0.2424,0.93,0.4478,2.0,81.0,83.0
0.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.7,0.194,2.0,-16.2743125,39.0
3.0,0.0,0.0,0.0,1.0,0.26,0.2879,0.6,0.0896,3.0,10.0,13.0
20.375,0.0,0.0,0.0,1.0,0.26,0.2273,0.6,0.6567,0.0,2.0,2.0
5.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.6,0.2239,0.0,1.0,-14.7750625
8.0,0.0,0.0,0.0,1.0,0.24,0.2576,0.65,0.1045,-12.05,21.0,23.0
-12.625,0.0,5.67,0.0,1.0,0.34,0.3485,0.46,0.0896,31.0,130.0,182.0
21.0,0.0,0.0,0.0,3.5,0.62,0.303,0.6,0.0,5.0,22.0,27.0
22.0,0.0,-3.45,0.0,3.5,0.26,0.303,0.6,0.0,5.0,57.0,62.0
1.0,0.0,1.0,1.0,3.5,0.22,0.5455,0.75,0.0,1.0,4.0,5.0
6.0,0.0,5.67,1.0,1.0,0.62,0.2424,0.93,0.0,1.0,29.0,30.0
8.0,0.0,1.0,1.0,2.0,0.16,0.2273,1.0,0.0,7.0,181.0,205.0
-12.625,0.0,1.0,1.0,1.0,0.62,0.2727,0.8,0.6567,3.0,115.0,118.0
10.0,0.0,1.0,1.0,1.0,0.24,0.2576,0.75,0.1045,6.0,26.9645875,55.0
12.0,0.0,1.0,1.0,2.0,0.32,0.3485,0.62,0.0,7.0,59.0,66.0
13.0,0.0,1.0,1.0,2.0,0.36,0.3636,0.57,0.0896,10.0,26.9645875,64.0
-6.625,0.0,1.0,1.0,2.0,0.62,0.3636,0.57,0.0896,8.0,52.0,60.0
22.0,0.0,1.0,1.0,1.0,0.28,0.303,1.0,0.0896,3.0,34.0,37.0
-12.625,0.0,1.0,1.0,2.0,0.3,0.3333,0.81,0.0,6.0,26.9645875,25.0
3.0,0.0,2.0,1.0,3.0,0.28,0.2727,0.93,0.1642,0.0,1.0,1.0
11.0,0.0,2.0,1.0,1.0,0.22,0.1818,0.47,0.4627,1.0,49.0,-14.7750625
17.0,0.0,2.0,1.0,1.0,0.22,0.1818,0.32,0.5821,4.0,172.0,176.0
19.0,0.0,2.0,1.0,1.0,0.16,0.5455,0.4,0.4627,1.0,100.0,101.0
-12.625,0.0,3.0,1.0,1.0,0.08,0.0758,0.38,0.2836,1.0,2.0,3.0
9.0,0.0,3.0,1.0,1.0,0.62,0.1364,0.39,0.1642,4.0,119.0,123.0
10.0,0.0,3.0,1.0,1.0,0.14,0.5455,0.36,0.0,8.0,51.0,-14.7750625
-6.625,0.0,3.0,1.0,2.0,0.14,0.5455,1.0,0.6567,19.63,-16.2743125,41.0
24.51875,0.0,3.0,1.0,3.5,0.2,0.197,0.37,0.2537,7.0,72.0,79.0
18.0,0.0,3.0,1.0,2.0,0.18,0.1667,0.47,0.2985,2.0,168.0,170.0
22.0,0.0,-3.45,1.0,3.0,0.16,0.1667,0.8,0.1642,4.0,42.0,46.0
0.0,0.0,4.0,1.0,3.0,0.14,0.1364,1.0,0.194,19.63,16.0,16.0
1.0,0.0,4.0,1.0,3.5,0.14,0.1515,0.8,0.1343,0.0,26.9645875,7.0
5.0,0.0,4.0,1.0,2.0,0.12,0.1212,0.5,0.2239,0.0,6.0,6.0
17.0,0.0,4.0,1.0,1.0,0.18,0.1818,0.26,0.194,6.0,26.9645875,165.0
11.0,0.0,5.0,1.0,1.0,0.22,0.2273,0.47,0.1343,12.0,52.0,64.0
12.0,0.0,5.0,1.0,1.0,0.22,0.5455,0.47,0.1343,7.0,64.0,71.0
14.0,0.0,5.0,1.0,3.5,0.3,0.2879,0.26,0.6567,17.0,67.0,24.8650375
15.0,0.0,5.0,1.0,1.0,0.62,0.5455,1.0,0.6567,19.63,62.0,74.0
-6.625,0.0,5.0,1.0,1.0,0.28,0.3182,0.28,0.6567,9.0,165.0,174.0
19.0,0.0,5.0,1.0,1.0,0.62,0.5455,0.33,0.0,7.0,94.0,101.0
1.0,0.0,5.67,0.0,1.0,0.14,0.2121,0.86,0.0,2.0,22.0,24.0
5.0,0.0,6.0,0.0,1.0,0.12,0.1667,1.0,0.0896,19.63,1.0,1.0
6.0,0.0,6.0,0.0,1.0,0.62,0.1364,0.93,0.194,1.0,1.0,2.0
7.0,0.0,6.0,1.0,1.0,0.12,0.1515,0.8,0.1045,2.0,9.0,11.0
10.0,0.0,6.0,0.0,1.0,0.22,0.2121,0.41,0.2537,13.0,71.0,84.0
15.0,0.0,6.0,0.0,1.0,0.34,0.303,0.29,0.6567,31.0,127.0,174.0
17.0,0.0,5.67,0.0,1.0,0.62,0.2879,0.31,0.5224,24.0,113.0,137.0
19.0,0.0,6.0,0.0,1.0,0.28,0.5455,0.38,0.1642,2.0,26.9645875,41.0
23.0,0.0,6.0,0.0,1.0,0.22,0.2273,0.51,0.1343,-12.05,31.0,32.0
0.0,0.0,0.0,0.0,1.0,0.2,0.2273,0.64,0.1045,5.0,34.0,39.0
1.0,0.0,0.0,0.0,1.0,0.62,0.2273,0.59,0.0896,1.0,23.0,-14.7750625
4.0,0.0,0.0,1.0,2.0,0.2,0.5455,0.69,0.1642,0.0,2.0,2.0
7.0,0.0,0.0,0.0,2.0,0.22,0.2727,0.55,0.0,0.0,3.0,3.0
-12.625,0.0,0.0,0.0,1.0,0.32,0.2879,0.39,0.4478,26.0,86.0,112.0
13.0,0.0,5.67,0.0,3.5,0.38,0.3939,0.29,0.3582,31.0,92.0,24.8650375
17.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.28,0.6567,30.0,95.0,125.0
